relacion_id,documento_id,nombre_archivo,celula,nivel_relacion,servicio_termino_fuente,servicio_normalizado_propuesto,capacidad_termino_fuente,capacidad_normalizada_propuesta,aplicacion_termino_fuente,aplicacion_normalizada_propuesta,tema_editorial_derivado,pagina_fuente,seccion_fuente,evidencia,estado_revision,observaciones,origen_relacion_2A1B,resultado_auditoria_2A1B,estado_uso_2A1B,normalizacion_2A1B_estado,servicio_normalizado_validado_2A1B,capacidad_normalizada_validada_2A1B,aplicacion_normalizada_validada_2A1B,evidencia_verificada_2A1B,correccion_propuesta_2A1B,motivo_auditoria_2A1B,requiere_decision_usuario_2A1B,celula_validada_2A1B,estado_celula_2A1B,usar_como_evidencia_automatica_2A1B,grupo_documental_2A1B,fuente_independiente_2A1B,celula_2A2,estado_celula_2A2,criterio_asignacion_2A2,justificacion_celula_2A2,cambio_celula_vs_2A1B,requiere_revision_manual_celula_2A2,fecha_cierre_2A2
R0011,DOC-01,Brochure Idiem infraestructura VF.pdf,LAB MINERO DIGITAL,REQUIERE REVISIÓN,monitoreo geotécnico,Monitoreo geotécnico,monitoreo a distancia,Monitoreo remoto,tranques de relaves,Depósitos de relaves,DERIVADO: monitoreo remoto,6,Trabajos en terreno / monitoreo geotécnico,"Misma cita p.6. Combina eje minero y eje digital/remoto, que son los dos componentes del nombre de la célula.",REQUIERE REVISIÓN,Asignación tentativa: depende de la definición pendiente de LAB MINERO DIGITAL.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Monitoreo geotécnico,Monitoreo remoto,Depósitos de relaves,La misma fuente declara monitoreo a distancia de tranques de relaves.,Mantener servicio/capacidad/aplicación; dejar LAB MINERO DIGITAL pendiente de definición.,La combinación minería + monitoreo remoto es explícita aunque la célula aún no esté validada.,SI,,PENDIENTE_2A2,SI,,SI,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",REASIGNADA,NO,2026-08-17
R0012,DOC-01,Brochure Idiem infraestructura VF.pdf,INFRA CRÍTICA TRANSPORTE,COMPLEMENTARIA,monitoreo geotécnico,Monitoreo geotécnico,monitoreo de procesos de excavación en túneles,Monitoreo de excavación en túneles,túneles,Túneles,DERIVADO: control de proceso constructivo,6,Trabajos en terreno / monitoreo geotécnico,"Cita literal p.6: 'llevamos a cabo el monitoreo de procesos de excavación en túneles, de manera de registrar los volúmenes de sobre excavación'. Célula inferida por mención de túneles Chacabuco y Lo Prado y Metro de Santiago (p.12).",REQUIERE REVISIÓN,Los túneles citados en p.6 no se identifican como viales ni mineros; la inferencia se apoya en p.12.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Monitoreo geotécnico,Monitoreo de excavación en túneles,Túneles,La fuente declara monitoreo de procesos de excavación en túneles para registrar volúmenes de sobreexcavación.,Mantener la relación con aplicación 'Túneles'. No clasificar el tipo de túnel desde esta frase.,La capacidad y la aplicación genérica a túneles están explícitas.,SI,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0013,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,monitoreo geotécnico,Monitoreo geotécnico,monitoreo de vibraciones del terreno producto de tronaduras,Monitoreo de vibraciones por tronadura,pilotajes y uso de rodillos vibratorios,Faenas con vibración,DERIVADO: gestión de riesgo en obra,6,Trabajos en terreno / monitoreo geotécnico,"Cita literal p.6: 'hemos realizado el monitoreo de vibraciones del terreno producto de tronaduras en diversos procesos constructivos, tales como pilotajes y uso de rodillos vibratorios'.",REQUIERE REVISIÓN,Tronadura es común a minería y obra civil; el texto no permite decidir.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara monitoreo de vibraciones del terreno producto de tronaduras en procesos constructivos, citando pilotajes y uso de rodillos vibratorios.",Normalizar la aplicación como 'Procesos constructivos con tronaduras/pilotajes/rodillos vibratorios' o conservar los términos fuente; evitar 'Faenas con vibración'.,'Faenas con vibración' es una generalización añadida y puede sugerir un contexto minero no declarado.,NO,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0014,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,monitoreo geotécnico,Monitoreo geotécnico,monitoreo de los asentamientos superficiales del terreno... estudios de registro de grietas de la infraestructura aledaña,Monitoreo de asentamientos y grietas,infraestructura aledaña a la obra,Edificación vecina a la obra,DERIVADO: gestión de riesgo a terceros,6,Trabajos en terreno / monitoreo geotécnico,Cita literal p.6: 'monitoreo de los asentamientos superficiales del terreno que se producen al costado de excavaciones y túneles complementado... con estudios de registro de grietas de la infraestructura aledaña a la obra'.,REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente declara monitoreo de asentamientos superficiales junto a excavaciones y túneles y registro de grietas de la infraestructura aledaña a la obra.,"Usar 'Infraestructura aledaña a la obra' como aplicación, no 'Edificación vecina a la obra'.",La normalización actual estrecha 'infraestructura' a 'edificación' sin respaldo textual.,NO,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0015,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,control y monitoreo del desarrollo de temperatura del hormigón,Monitoreo térmico del hormigón,prevenir problemas de agrietamiento originado por efecto térmico,Control de fisuración térmica,fundaciones y estructuras de grandes dimensiones,Hormigón masivo,DERIVADO: confiabilidad de materiales,6,Trabajos en terreno / hormigón,"Cita literal p.6: 'efectuamos el control y monitoreo del desarrollo de temperatura del hormigón colocado en grandes masas, como es el caso de fundaciones y estructuras de grandes dimensiones'.",REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Monitoreo térmico del hormigón,Control de fisuración térmica,Hormigón masivo,La fuente declara control y monitoreo de temperatura del hormigón colocado en grandes masas para prevenir problemas de agrietamiento térmico en fundaciones y estructuras de grandes dimensiones.,Mantener la relación como monitoreo térmico/control de riesgo de fisuración en hormigón masivo.,"La capacidad, objetivo y tipos de elementos están explícitos.",NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0016,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,método de madurez,Método de madurez del hormigón,medir la relación entre la temperatura del hormigón a través del tiempo... y el aumento de resistencia,Estimación de resistencia in situ,definir el mejor momento para la puesta en servicio de una estructura de hormigón,Puesta en servicio de estructura,DERIVADO: productividad,6,Trabajos en terreno / hormigón,Cita literal p.6: 'aplicar el método de madurez en terreno... con el fin de entregar a las empresas constructoras e ingenieros estructurales una herramienta útil para definir el mejor momento para la puesta en servicio'.,REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Método de madurez del hormigón,Estimación de resistencia in situ,Puesta en servicio de estructura,La fuente declara aplicación del método de madurez en terreno relacionando temperatura/tiempo con aumento de resistencia para definir el mejor momento de puesta en servicio de una estructura.,Mantener la relación.,La metodología y la aplicación a decisión de puesta en servicio están explícitas.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0017,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,PRINCIPAL,certificación de acero estructural,Certificación de acero estructural,de acuerdo con la norma nacional NCh203,Certificación bajo NCh203,barras de refuerzo y perfiles de acero,Acero de refuerzo y perfiles,DERIVADO: cumplimiento normativo,6,Trabajos en terreno / acero,"Cita literal p.6: 'Otro de nuestros servicios es la certificación de acero estructural, de acuerdo con la norma nacional NCh203'. Testimonio de AZA en la misma página menciona 'barras de refuerzo y perfiles de acero'.",REQUIERE REVISIÓN,Servicio transversal; sin aplicación sectorial declarada en esta página.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Certificación de acero estructural,Certificación bajo NCh203,Acero de refuerzo y perfiles,La fuente declara certificación de acero estructural de acuerdo con la norma nacional NCh203; un testimonio en la misma página menciona barras de refuerzo y perfiles de acero.,Mantener la prestación y la referencia NCh203 como contenido histórico del brochure. Verificar vigencia/versión normativa antes de reutilización pública.,"La relación documental es correcta, pero 2A.1B no valida la vigencia normativa actual.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0018,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,herramienta que permite medir la productividad en terreno,Medición de productividad en terreno,a través de una aplicación se captura la información en terreno... plataforma configurable para visualizar en línea los resultados,Aplicación móvil y plataforma de productividad,faenas y partidas,Faenas de obra,DERIVADO: digitalización,6,Trabajos en terreno / productividad,Cita literal p.6: 'hemos desarrollado una herramienta que permite medir la productividad en terreno... A través de una aplicación se captura la información en terreno'.,REQUIERE REVISIÓN,Candidata a LAB MINERO DIGITAL según definición pendiente.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Medición de productividad en terreno,Aplicación móvil y plataforma de productividad,Faenas de obra,"La fuente declara una herramienta para medir productividad en terreno, con captura mediante aplicación y plataforma configurable para visualizar resultados en línea, identificando oportunidades por faenas y partidas.",Mantener la relación. Dejar cualquier asignación a LAB MINERO DIGITAL pendiente.,La capacidad digital y la finalidad de productividad están explícitas.,SI,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0019,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,plataforma en línea,Plataforma digital de laboratorio en obra,"trazabilidad permanente de todos los procesos, incluyendo registro gráfico de los principales hitos",Trazabilidad digital de ensayos,servicio de laboratorio en obra,Laboratorio en obra,DERIVADO: digitalización,8,Etapa de construcción / plataforma,"Cita literal p.8: 'ponemos a disposición una plataforma en línea, que permite contar con un único canal para acceder a toda la información asociada a un servicio de laboratorio en obra'.",REQUIERE REVISIÓN,Candidata a LAB MINERO DIGITAL según definición pendiente.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Plataforma digital de laboratorio en obra,Trazabilidad digital de ensayos,Laboratorio en obra,"La fuente declara una plataforma en línea como canal único para registros de muestreo, resultados e informes de un laboratorio en obra, con trazabilidad y registro gráfico.",Mantener la relación y la capacidad de trazabilidad digital.,Las funcionalidades están explícitas.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0020,DOC-01,Brochure Idiem infraestructura VF.pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,asesorías a la Inspección Fiscal,Asesoría a Inspección Fiscal,"sistema de gestión de calidad certificado, conforme a la norma ISO 9001:2015, para la elaboración de informes de inspección técnica",Inspección técnica con SGC ISO 9001:2015,"la obra, incluyendo la instalación de equipamiento",Obra pública en construcción,DERIVADO: cumplimiento normativo,8,Etapa de construcción / Inspección Fiscal,Cita literal p.8: 'tenemos la capacidad de realizar asesorías a la Inspección Fiscal desde una perspectiva integral incorporando tecnología de punta'. 'Inspección Fiscal' es figura de contrato de obra pública.,OK,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara asesorías a la Inspección Fiscal, sistema de gestión de calidad certificado ISO 9001:2015 para informes de inspección técnica y supervisión de obra/equipamiento.",Mantener la prestación y las capacidades declaradas. Cambiar la aplicación 'Obra pública en construcción' por 'Obra en construcción / instalación de equipamiento' salvo validación externa del carácter público.,El brochure no usa en esta frase la expresión 'obra pública'; esa aplicación fue inferida desde 'Inspección Fiscal'.,SI,,PENDIENTE_2A2,NO,,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0021,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,PRINCIPAL,Evaluación y Rehabilitación de Estructuras existentes,Evaluación y rehabilitación estructural,"modelación y digitalización mediante un modelo digital 3D 'as built', ocupando herramientas como levantamiento láser 3D y dron",Modelo digital 3D as built con láser y dron,estructura existente,Estructura existente,DERIVADO: gestión de activos,9,"Infraestructura existente, asesoría durante la operación","Cita literal p.9: 'Realizamos el servicio de Evaluación y Rehabilitación de Estructuras existentes, que incluye inspección detallada y cálculo estructural; más la modelación y digitalización mediante un modelo digital 3D as built'.",REQUIERE REVISIÓN,Servicio transversal a todas las células; sin sector declarado.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Evaluación y rehabilitación estructural,Modelo digital 3D as built con láser y dron,Estructura existente,"La fuente declara Evaluación y Rehabilitación de Estructuras existentes con inspección, cálculo estructural y modelación/digitalización mediante modelo 3D as built, láser 3D y dron.",Mantener la relación.,"Servicio, capacidades digitales y aplicación a estructuras existentes están explícitos.",NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0022,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,PRINCIPAL,Monitoreo de Salud Estructural (Structural Health Monitoring),Monitoreo de salud estructural,una red de sensores adjunta a la estructura y el monitoreo continuo,Red de sensores y monitoreo continuo,verificación del estado o la salud de las estructuras,Estructuras en operación,DERIVADO: continuidad operacional,9,"Infraestructura existente, asesoría durante la operación","Cita literal p.9: 'Un área de servicio muy relevante para la fase operacional es el Monitoreo de Salud Estructural (Structural Health Monitoring), cuyo objetivo principal es la verificación del estado o la salud de las estructuras'.",REQUIERE REVISIÓN,Servicio transversal y candidato digital; ver 04_revision_manual.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Monitoreo de salud estructural,Red de sensores y monitoreo continuo,Estructuras en operación,La fuente nombra 'Monitoreo de Salud Estructural (Structural Health Monitoring)' y lo describe con una red de sensores y monitoreo continuo para verificar el estado/salud de estructuras.,Mantener la relación; separar de cualquier claim de 'asegurar desempeño' si se reutiliza editorialmente.,La denominación y la capacidad de sensorización están explícitas.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0023,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,inspección de estructura metálicas existentes,Inspección de estructuras metálicas,"evaluando, por ejemplo, el nivel de corrosión y el estado de uniones, tanto soldadas como apernadas",Evaluación de corrosión y uniones,estructuras y componentes metálicos,Estructuras metálicas,DERIVADO: mantenimiento,9,"Infraestructura existente, asesoría durante la operación","Cita literal p.9: 'También hacemos la inspección de estructura metálicas existentes. Consiste en el levantamiento de la condición actual de diferentes estructuras y componentes, evaluando, por ejemplo, el nivel de corrosión y el estado de uniones'.",REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Inspección de estructuras metálicas,Evaluación de corrosión y uniones,Estructuras metálicas,"La fuente declara inspección de estructuras metálicas existentes, evaluando corrosión y estado de uniones soldadas y apernadas.",Mantener la relación.,La capacidad y los objetos evaluados están explícitos.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0024,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,evaluación del estado actual del hormigón de estructuras existentes,Evaluación de hormigón en estructuras existentes,"resistencia a compresión de testigos, uniformidad mediante índice esclerométrico, determinación de módulo de elasticidad y ensayos de ultrasonido",Ensayos sobre hormigón endurecido,nivel de fisuración de estructuras... evaluaciones del estado de pavimentos,Estructuras y pavimentos,DERIVADO: mantenimiento,9,"Infraestructura existente, asesoría durante la operación","Cita literal p.9: 'realizamos la evaluación del estado actual del hormigón de estructuras existentes... como resistencia a compresión de testigos, uniformidad mediante índice esclerométrico'.",REQUIERE REVISIÓN,'evaluaciones del estado de pavimentos' podría vincular con INFRA CRÍTICA TRANSPORTE; no se fuerza.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Evaluación de hormigón en estructuras existentes,Ensayos sobre hormigón endurecido,Estructuras y pavimentos,"La fuente declara evaluación del hormigón en estructuras existentes mediante testigos, índice esclerométrico, módulo de elasticidad y ultrasonido, incluyendo fisuración, resistencia y estado de pavimentos.",Mantener la relación.,Las técnicas y aplicaciones están explícitas.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0025,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,mediciones acústicas,Mediciones acústicas,verificar las condiciones de aislación al ruido de los elementos constructivos y los ruidos generados por las instalaciones,Verificación de aislación acústica,niveles aceptables para los futuros usuarios,Edificación en uso,DERIVADO: confort y habitabilidad,10,Infraestructura existente / acústica,"Cita literal p.10: 'También realizamos mediciones acústicas, que buscan verificar las condiciones de aislación al ruido de los elementos constructivos'.",REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara mediciones acústicas para verificar aislación al ruido de elementos constructivos y ruidos de instalaciones, buscando niveles aceptables para futuros usuarios.",Usar como aplicación 'Elementos constructivos e instalaciones / futuros usuarios' o equivalente. No normalizar como 'Edificación en uso'.,'Futuros usuarios' no demuestra que la edificación esté en operación; la normalización actual altera el momento de aplicación.,NO,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0026,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,PRINCIPAL,peritajes técnicos,Peritajes técnicos,"hemos estudiado toda clase de colapsos y fallas de estructuras y componentes, detectando sus causas",Análisis de causa raíz de fallas,colapsos y fallas de estructuras y componentes,Estructuras colapsadas o falladas,DERIVADO: confiabilidad,10,Peritajes técnicos,"Cita literal p.10: 'un ámbito que nos distingue es el de los peritajes técnicos, donde somos referentes a nivel nacional'.",REQUIERE REVISIÓN,'referentes a nivel nacional' es afirmación autopromocional sin fuente; no usar como dato verificado.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Peritajes técnicos,Análisis de causa raíz de fallas,Estructuras colapsadas o falladas,"La fuente declara peritajes técnicos sobre colapsos y fallas de estructuras/componentes, investigando causas, deficiencias de diseño y vulnerabilidades; también se autodefine como referente nacional.",Mantener los peritajes y análisis de causas. Conservar 'referentes a nivel nacional' solo como claim institucional no validado.,"La capacidad está respaldada, pero el posicionamiento comparativo carece de fuente externa.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0027,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,peritajes geotécnicos,Peritajes geotécnicos,"investigamos incidentes de este tipo ocurridos en taludes, muros de contención y drenes",Investigación de incidentes geotécnicos,"taludes, muros de contención y drenes",Obras de contención y drenaje,DERIVADO: gestión de riesgo,10,Peritajes técnicos,"Cita literal p.10: 'Realizamos peritajes geotécnicos, en los que investigamos incidentes de este tipo ocurridos en taludes, muros de contención y drenes'.",REQUIERE REVISIÓN,Taludes son aplicables tanto a minería como a vialidad; sin evidencia para decidir.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Peritajes geotécnicos,Investigación de incidentes geotécnicos,Obras de contención y drenaje,"La fuente declara peritajes geotécnicos de incidentes en taludes, muros de contención y drenes.",Mantener la relación sin inferir minería o vialidad.,La capacidad y aplicaciones están explícitas.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0028,DOC-01,Brochure Idiem infraestructura VF.pdf,INFRA CRÍTICA TRANSPORTE,COMPLEMENTARIA,estudios de falla de componentes,Estudios de falla de componentes,"peritajes a elementos de acero, tales como pernos, ejes, engranajes, tuberías",Peritaje de componentes metálicos,daño del pavimento en autopistas,Pavimento de autopistas,DERIVADO: mantenimiento,10,Peritajes técnicos,"Cita literal p.10: 'estudios de falla de componentes, considerando peritajes a elementos de acero, tales como pernos, ejes, engranajes, tuberías y daño del pavimento en autopistas'.",OK,Aplicación vial explícita.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Estudios de falla de componentes,Peritaje de componentes metálicos,Pavimento de autopistas,"La fuente declara estudios de falla de componentes con peritajes a pernos, ejes, engranajes y tuberías, además de daño del pavimento en autopistas.",Mantener la relación y la aplicación vial explícita.,La capacidad y la mención a autopistas están respaldadas.,NO,,PENDIENTE_2A2,SI,,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,REASIGNADA,NO,2026-08-17
R0029,DOC-01,Brochure Idiem infraestructura VF.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,auditoria a los procesos de mantención,Auditoría de mantención,dar seguimiento a los requisitos establecidos durante el diseño,Verificación de requisitos de diseño en operación,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: mantenimiento,10,Peritajes técnicos,"Cita literal p.10: 'También ofrecemos auditoria a los procesos de mantención, que buscan dar seguimiento a los requisitos establecidos durante el diseño'.",REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Auditoría de mantención,Verificación de requisitos de diseño en operación,NO IDENTIFICADO,La fuente declara auditoría a procesos de mantención para dar seguimiento a requisitos establecidos durante el diseño.,Mantener la relación.,La prestación y finalidad están explícitas.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
